ID,name,address,category,location,Lat,Lng
034,CARNICERIA COLIMA INC,2303 N CHESTNUT AVE,Grocery Market,"2303 N CHESTNUT AVE, Fresno, CA",36.7714463,-119.736677
035,CEDAR FOOD MARKET,4193 E ILLINOIS AVE,Grocery Market,"4193 E ILLINOIS AVE, Fresno, CA",36.745371,-119.7546606
036,CENTRAL FISH CO,1535 KERN ST,Grocery Market,"1535 KERN ST, Fresno, CA",36.7301944,-119.7934702
037,CHOICE FOOD MARKET,2106 W OLIVE AVE,Grocery Market,"2106 W OLIVE AVE, Fresno, CA",36.757755,-119.8358181
038,CIRCLE 6,3105 E VENTURA AVE,Grocery Market,"3105 E VENTURA AVE, Fresno, CA",36.7363463,-119.7722348
039,CITY WIDE MARKET,505 W DAKOTA AVE,Grocery Market,"505 W DAKOTA AVE, Fresno, CA",36.7862747,-119.817958
040,COUNTRY COUSIN FOODS,4594 E OLIVE AVE,Grocery Market,"4594 E OLIVE AVE, Fresno, CA",36.7573192,-119.7461781
041,COUNTRY MARKET,373 W NORTH AVE,Grocery Market,"373 W NORTH AVE, Fresno, CA",36.6921311,-119.7993533
042,D & D KARABAKH MARKET,5030 N 1ST ST,Grocery Market,"5030 N 1ST ST, Fresno, CA",36.8095253,-119.7717787
043,DEEP MARKET,5650 N FIGARDEN DR,Grocery Market,"5650 N FIGARDEN DR, Fresno, CA",36.8223064,-119.8703702
044,DUNIA MARKET,4567 N CEDAR AVE,Grocery Market,"4567 N CEDAR AVE, Fresno, CA",36.800228,-119.7552353
045,EL CAMPESINO MEAT MARKET,245 E WHITES BRIDGE AVE,Grocery Market,"245 E WHITES BRIDGE AVE, Fresno, CA",36.7362505,-119.809102
046,EL MERCADO,3919 E BELMONT AVE,Grocery Market,"3919 E BELMONT AVE, Fresno, CA",36.750733,-119.7585059
047,EL PROVINCIANO,1808 W CLINTON AVE,Grocery Market,"1808 W CLINTON AVE, Fresno, CA",36.7721587,-119.8326829
048,EL SUPER #33,3190 E TULARE ST,Grocery Market,"3190 E TULARE ST, Fresno, CA",36.7422616,-119.7708991
049,EUROPEAN MARKET & DELI,7070 N WEST AVE,Grocery Market,"7070 N WEST AVE, Fresno, CA",36.838316,-119.8262845
050,EVERGREEN MARKET,2995 S ELM AVE,Grocery Market,"2995 S ELM AVE, Fresno, CA",36.6925709,-119.7903269
051,EXPRESS DELI-&-GROCERY,3052 E BELMONT AVE,Grocery Market,"3052 E BELMONT AVE, Fresno, CA",36.7501365,-119.7735013
052,EZ MART #5,1198 N CHESTNUT AVE,Grocery Market,"1198 N CHESTNUT AVE, Fresno, CA",36.7574273,-119.7357635
053,FAIR PRICES FOOD STORES,3805 N HUGHES AVE,Grocery Market,"3805 N HUGHES AVE, Fresno, CA",36.7869039,-119.8358407
054,FAMILY EXPRESS FOOD & DELI,1208 N 1ST ST,Grocery Market,"1208 N 1ST ST, Fresno, CA",36.7581396,-119.7721217
055,FAMILY FOOD MARKET,1105 E BELMONT AVE,Grocery Market,"1105 E BELMONT AVE, Fresno, CA",36.7506879,-119.797361
056,FAST N SAVE MARKET,511 N VAN NESS AVE,Grocery Market,"511 N VAN NESS AVE, Fresno, CA",36.7508485,-119.799351
057,FAT BOY MARKET,1408 N CEDAR AVE,Grocery Market,"1408 N CEDAR AVE, Fresno, CA",36.76164,-119.7542586
058,FOOD 4 LESS,8921 N CHESTNUT AVE,Grocery Market,"8921 N CHESTNUT AVE, Fresno, CA",36.8654545,-119.7406133
059,FOOD KING,961 E HOME AVE,Grocery Market,"961 E HOME AVE, Fresno, CA",36.7634174,-119.7992816
060,FOOD MAXX # 499,5671 E KINGS CANYON RD,Grocery Market,"5671 E KINGS CANYON RD, Fresno, CA",36.7368357,-119.6963963
061,FOOD MAXX #403,3241 W SHAW AVE,Grocery Market,"3241 W SHAW AVE, Fresno, CA",36.8067295,-119.8501029
062,FOOD MAXX #414,5422 N BLACKSTONE AVE,Grocery Market,"5422 N BLACKSTONE AVE, Fresno, CA",36.8168513,-119.7886706
063,FOOD MAXX #456,1177 FRESNO ST,Grocery Market,"1177 FRESNO ST, Fresno, CA",36.7316646,-119.8020403
064,FOODS CO #316,4838 E KINGS CANYON RD,Grocery Market,"4838 E KINGS CANYON RD, Fresno, CA",36.7344134,-119.7349035
065,FOODS CO #339,3053 E SHIELDS AVE,Grocery Market,"3053 E SHIELDS AVE, Fresno, CA",36.7810858,-119.7737423
066,FOODS CO #784,3657 W SHAW AVE,Grocery Market,"3657 W SHAW AVE, Fresno, CA",36.8058363,-119.8597204
067,FOODSCO #316 FUEL CENTER,4824 E KINGS CANYON RD,Grocery Market,"4824 E KINGS CANYON RD, Fresno, CA",36.7349654,-119.7349257
068,FRESHCO FOOD CENTER,3750 W SHIELDS AVE,Grocery Market,"3750 W SHIELDS AVE, Fresno, CA",36.7801153,-119.8603496
069,FRESNO COMMUNITY MARKET 2,178 N BLACKSTONE AVE,Grocery Market,"178 N BLACKSTONE AVE, Fresno, CA",36.7448741,-119.7903546
070,FRESNO COMMUNITY MARKET 3,4825 E OLIVE AVE,Grocery Market,"4825 E OLIVE AVE, Fresno, CA",36.7584812,-119.7349307
071,FRESNO COMMUNITY MKT #3,4825 E OLIVE AVE,Grocery Market,"4825 E OLIVE AVE, Fresno, CA",36.7584812,-119.7349307
072,FRESNO FOOD MART,1047 N FRESNO ST,Grocery Market,"1047 N FRESNO ST, Fresno, CA",36.7570206,-119.7818013
073,FRESNO QUICK MART,605 N FRESNO ST,Grocery Market,"605 N FRESNO ST, Fresno, CA",36.7516507,-119.7816501
074,GATEWAY MARKET,503 E BELMONT AVE,Grocery Market,"503 E BELMONT AVE, Fresno, CA",36.7505102,-119.8056757
075,GEORGE'S SNACK STORE,164 N BLACKSTONE AVE,Grocery Market,"164 N BLACKSTONE AVE, Fresno, CA",36.7446172,-119.7903084
076,GET N GO,5210 E TULARE AVE,Grocery Market,"5210 E TULARE AVE, Fresno, CA",36.7427125,-119.7179219
077,GND INVESTMENTS LLC,5187 E BELMONT AVE,Grocery Market,"5187 E BELMONT AVE, Fresno, CA",36.750381,-119.7187798
078,GOLDEN BOWL INC,1221 N 1ST ST,Grocery Market,"1221 N 1ST ST, Fresno, CA",36.7581994,-119.7730942
079,GREEN PAPAYA MART & DELI,2403 E CLINTON AVE,Grocery Market,"2403 E CLINTON AVE, Fresno, CA",36.7724921,-119.7826607
080,GROCERY OUTLET OF FRESNO,1825 E ASHLAN AVE STE A,Grocery Market,"1825 E ASHLAN AVE STE A, Fresno, CA",36.7949182,-119.7887953
081,GROCERYWORKS.COM OPERATING CO,8949 N CEDAR AVE,Grocery Market,"8949 N CEDAR AVE, Fresno, CA",36.8647216,-119.7583751
082,HANDI STOP MKT #8,4206 E WHITE AVE,Grocery Market,"4206 E WHITE AVE, Fresno, CA",36.7510899,-119.7540499
083,HANDY KORNER,3719 E VENTURA AVE STE 109,Grocery Market,"3719 E VENTURA AVE STE 109, Fresno, CA",36.7362327,-119.7622881
084,HAPPY MARKET,4605 E SHIELDS AVE,Grocery Market,"4605 E SHIELDS AVE, Fresno, CA",36.7799041,-119.7449374
085,HENG HENG MARKET,4616 E TULARE ST,Grocery Market,"4616 E TULARE ST, Fresno, CA",36.7430262,-119.7447077
086,HUT MARKET,628 S CHESTNUT AVE,Grocery Market,"628 S CHESTNUT AVE, Fresno, CA",36.736734,-119.7366027
087,INDIA MARKET,2811 W CLINTON AVE,Grocery Market,"2811 W CLINTON AVE, Fresno, CA",36.7711223,-119.8438614
088,INTERNATIONAL MARKET,6460 N BLACKSTONE AVE STE 109,Grocery Market,"6460 N BLACKSTONE AVE STE 109, Fresno, CA",36.8314064,-119.7896033
089,ISLAND PACIFIC SUPERMARKET,6048 N 1ST ST,Grocery Market,"6048 N 1ST ST, Fresno, CA",36.8242129,-119.7703802
090,J&I TWINS SUPER MARKET,3804 E BUTLER AVE,Grocery Market,"3804 E BUTLER AVE, Fresno, CA",36.7284893,-119.7612568
091,JALISCO MARKET,3625 N PARKWAY DR STE A,Grocery Market,"3625 N PARKWAY DR STE A, Fresno, CA",36.7904063,-119.8619484
092,JENSEN WALNUT MARKET,317 E JENSEN AVE,Grocery Market,"317 E JENSEN AVE, Fresno, CA",36.7072593,-119.8085071
093,KEARNEY MARKET,147 E KEARNEY BLVD,Grocery Market,"147 E KEARNEY BLVD, Fresno, CA",36.7289703,-119.8103838
094,KINGS FOOD GROCERY,839 E CALIFORNIA AVE,Grocery Market,"839 E CALIFORNIA AVE, Fresno, CA",36.7217109,-119.8010333
095,KOREA MART,353 E SHAW AVE,Grocery Market,"353 E SHAW AVE, Fresno, CA",36.8077357,-119.7825966
096,LA ESTRELLA MEXICANA,4594 E OLIVE AVE,Grocery Market,"4594 E OLIVE AVE, Fresno, CA",36.7573192,-119.7461781
097,LA ESTRELLA MKT,449 N FRESNO ST,Grocery Market,"449 N FRESNO ST, Fresno, CA",36.7496205,-119.7818239
098,LA HACIENDA MARKET LLC,3131 E MCKINLEY AVE,Grocery Market,"3131 E MCKINLEY AVE, Fresno, CA",36.7653799,-119.7717696
099,LA PIEDAD MERCADO & CARNICERIA,3568 E BUTLER AVE,Grocery Market,"3568 E BUTLER AVE, Fresno, CA",36.7284477,-119.7641152
100,LA RAZA MARKET,208 W MINARETS AVE,Grocery Market,"208 W MINARETS AVE, Fresno, CA",36.8428938,-119.7947817
101,LEWIS MARKET,2301 E LEWIS AVE,Grocery Market,"2301 E LEWIS AVE, Fresno, CA",36.7546782,-119.7833391
102,LISA STARFISH CO,3155 E BELMONT AVE,Grocery Market,"3155 E BELMONT AVE, Fresno, CA",36.7507556,-119.7709595
103,LITTLE MINI MART,3167 E BELMONT AVE,Grocery Market,"3167 E BELMONT AVE, Fresno, CA",36.750703,-119.7708012
104,LUCKY MARKET,2419 S ELM AVE,Grocery Market,"2419 S ELM AVE, Fresno, CA",36.713055,-119.7903826
105,M T MINI MARKET,830 E BELMONT AVE,Grocery Market,"830 E BELMONT AVE, Fresno, CA",36.7501915,-119.8008505
106,MAMA JAAN FOOD & LIQUOR,3082 W BULLARD AVE,Grocery Market,"3082 W BULLARD AVE, Fresno, CA",36.8233273,-119.8454932
107,MANITONG,3724 E OLIVE AVE,Grocery Market,"3724 E OLIVE AVE, Fresno, CA",36.7574507,-119.7630043
108,MCKENZIE AVE MARKET,3878 E MCKENZIE AVE,Grocery Market,"3878 E MCKENZIE AVE, Fresno, CA",36.7467246,-119.7591913
109,MCKINLEY MARKET,3249 E MCKINLEY AVE,Grocery Market,"3249 E MCKINLEY AVE, Fresno, CA",36.7653647,-119.7695233
110,MCL MARKET,2336 N FRESNO ST,Grocery Market,"2336 N FRESNO ST, Fresno, CA",36.7721361,-119.7815639
111,MI TIENDITA,4765 E BELMONT AVE,Grocery Market,"4765 E BELMONT AVE, Fresno, CA",36.7506745,-119.7379665
112,MID EAST INTERNATIONAL MARKET,4380 W SHAW AVE,Grocery Market,"4380 W SHAW AVE, Fresno, CA",36.8091981,-119.8709824
113,MINI MARKET MI CASITA ASTRAL,1029 FULTON MALL,Grocery Market,"1029 FULTON MALL, Fresno, CA",36.734163,-119.79096
114,MOJICA PRODUCE,4231 E TULARE ST,Grocery Market,"4231 E TULARE ST, Fresno, CA",36.7431634,-119.7537082
115,MOJICA PRODUCE Y DULCERIA #2,4450 E BELMONT AVE,Grocery Market,"4450 E BELMONT AVE, Fresno, CA",36.7503349,-119.7510398
116,MONIF MARKET,65 N FULTON ST,Grocery Market,"65 N FULTON ST, Fresno, CA",36.7440388,-119.8005374
117,M-R MARKET,3394 E BUTLER AVE,Grocery Market,"3394 E BUTLER AVE, Fresno, CA",36.7285316,-119.7671051
118,NW FRESNO GROCERY OUTLET,3566 W SHAW AVE,Grocery Market,"3566 W SHAW AVE, Fresno, CA",36.8092971,-119.8570211
119,ORIGIN AFRICAN MARKET,1124 W SHIELDS AVE,Grocery Market,"1124 W SHIELDS AVE, Fresno, CA",36.7796442,-119.8250208
120,PRIMO MINI MART,4692 E SHIELDS AVE,Grocery Market,"4692 E SHIELDS AVE, Fresno, CA",36.77922,-119.7411788
121,PUNJABI BAZAR,4177 W SHAW AVE STE 111,Grocery Market,"4177 W SHAW AVE STE 111, Fresno, CA",36.8075277,-119.8666495
122,QUICK N SHOP,1240 W SHIELDS AVE,Grocery Market,"1240 W SHIELDS AVE, Fresno, CA",36.7795598,-119.8260375
123,QUICKEROO #545,4809 E KINGS CANYON RD,Grocery Market,"4809 E KINGS CANYON RD, Fresno, CA",36.7363383,-119.7360255
124,QUICKEROO #546,3122 E VENTURA AVE,Grocery Market,"3122 E VENTURA AVE, Fresno, CA",36.7358091,-119.7720574
125,QUICKEROO #548,1444 W ASHLAN AVE,Grocery Market,"1444 W ASHLAN AVE, Fresno, CA",36.7943415,-119.8275539
126,QUICKEROO #551,1014 FRESNO ST,Grocery Market,"1014 FRESNO ST, Fresno, CA",36.7290122,-119.8019014
127,QUICKEROO #558,64 E HERNDON AVE,Grocery Market,"64 E HERNDON AVE, Fresno, CA",36.8379331,-119.7885404
128,QUICKEROO #559,2478 N MARKS AVE STE A,Grocery Market,"2478 N MARKS AVE STE A, Fresno, CA",36.7732003,-119.843432
129,QUICKEROO #577,5102 N WEST AVE,Grocery Market,"5102 N WEST AVE, Fresno, CA",36.8098608,-119.8259822
130,RASMEY MARKET,4597 E TULARE ST STE 104,Grocery Market,"4597 E TULARE ST STE 104, Fresno, CA",36.7435741,-119.7457935
131,RENNA'S MEAT MARKET #2,4269 N 1ST ST,Grocery Market,"4269 N 1ST ST, Fresno, CA",36.794867,-119.7735102
132,RETRO JUNCTION,7010 N CEDAR AVE,Grocery Market,"7010 N CEDAR AVE, Fresno, CA",36.8378242,-119.7535177
133,R-N MARKET,6670 N CEDAR AVE,Grocery Market,"6670 N CEDAR AVE, Fresno, CA",36.8351478,-119.7522638
134,ROYAL MARKET & DELI,3064 W BULLARD AVE,Grocery Market,"3064 W BULLARD AVE, Fresno, CA",36.823347,-119.845658
135,SAIGON GROCERY & DELI SANDWICH,3089 E HAMMOND AVE,Grocery Market,"3089 E HAMMOND AVE, Fresno, CA",36.7588868,-119.7727906
136,SAMMY QUICK MINI MART,4571 N FRESNO ST,Grocery Market,"4571 N FRESNO ST, Fresno, CA",36.8006144,-119.7818239
137,SAMS ITALIAN DELI & MARKET INC,2415 N 1ST ST,Grocery Market,"2415 N 1ST ST, Fresno, CA",36.7726,-119.7728
138,SAVE MART #92,4120 N WEST AVE,Grocery Market,"4120 N WEST AVE, Fresno, CA",36.7923665,-119.8245759
139,SAVE MART GROC #19,4041 E ASHLAN AVE,Grocery Market,"4041 E ASHLAN AVE, Fresno, CA",36.7941971,-119.7576828
140,SAVE MART SUNSET #65,7075 N MARKS AVE,Grocery Market,"7075 N MARKS AVE, Fresno, CA",36.8378281,-119.8492455
141,SAVE MART SUPERMARKET #650,4043 W CLINTON AVE,Grocery Market,"4043 W CLINTON AVE, Fresno, CA",36.7705618,-119.8633519
142,SAVE MART SUPERMARKETS #651,5750 N 1ST ST,Grocery Market,"5750 N 1ST ST, Fresno, CA",36.8222992,-119.7701596
143,SAVE MART SUPERMARKETS #71,659 E NEES AVE,Grocery Market,"659 E NEES AVE, Fresno, CA",36.8508463,-119.7733865
144,SAVE MART SUPERMARKETS #78,1107 E CHAMPLAIN DR,Grocery Market,"1107 E CHAMPLAIN DR, Fresno, CA",36.8704185,-119.7650605
145,SAVE MART SUPERMARKETS #93,6797 N MILBURN AVE,Grocery Market,"6797 N MILBURN AVE, Fresno, CA",36.8363302,-119.8812218
146,SAVE MART WEST #54,2066 W BULLARD AVE,Grocery Market,"2066 W BULLARD AVE, Fresno, CA",36.822945,-119.828533
147,SE FRESNO GROCERY OUTLET,5175 E BELMONT AVE,Grocery Market,"5175 E BELMONT AVE, Fresno, CA",36.7517103,-119.7192537
148,SF SUPERMARKET,4970 E KINGS CANYON RD,Grocery Market,"4970 E KINGS CANYON RD, Fresno, CA",36.7342991,-119.7292652
149,SHIELDS EXPRESS MART,1104 W SHIELDS AVE,Grocery Market,"1104 W SHIELDS AVE, Fresno, CA",36.7796346,-119.8246751
150,SHOP N GO,7010 N WEST AVE,Grocery Market,"7010 N WEST AVE, Fresno, CA",36.8376448,-119.8256822
151,SMART & FINAL # 328,631 H ST,Grocery Market,"631 H ST, Fresno, CA",36.7284766,-119.7888796
152,SMART & FINAL # 449,3330 W SHAW AVE,Grocery Market,"3330 W SHAW AVE, Fresno, CA",36.8099941,-119.8518509
153,SMART & FINAL # 781,7733 N 1ST ST,Grocery Market,"7733 N 1ST ST, Fresno, CA",36.8506345,-119.7763215
154,SMART & FINAL IRIS #329,5700 N BLACKSTONE AVE,Grocery Market,"5700 N BLACKSTONE AVE, Fresno, CA",36.8214474,-119.7878397
155,SMART & FINAL STORE #712,2425 N BLACKSTONE AVE,Grocery Market,"2425 N BLACKSTONE AVE, Fresno, CA",36.7727531,-119.7922717
156,SPROUTS FARMERS MARKET,7477 N BLACKSTONE AVE,Grocery Market,"7477 N BLACKSTONE AVE, Fresno, CA",36.8448478,-119.7932125
157,SUNNY MARKET & VIDEO,6933 E BELMONT AVE,Grocery Market,"6933 E BELMONT AVE, Fresno, CA",36.7496399,-119.664397
158,SUNSET MARKET,832 W CALIFORNIA AVE,Grocery Market,"832 W CALIFORNIA AVE, Fresno, CA",36.7215373,-119.8217111
159,SUPER MERCADO LAS PALMAS,1405 W SHIELDS AVE,Grocery Market,"1405 W SHIELDS AVE, Fresno, CA",36.7787822,-119.8276566
160,T & V FOOD MARKET,2306 N FRESNO ST,Grocery Market,"2306 N FRESNO ST, Fresno, CA",36.7718425,-119.7809979
161,T C FRESH MEAT SUPERMARKET,4790 E BELMONT AVE,Grocery Market,"4790 E BELMONT AVE, Fresno, CA",36.7501486,-119.737044
162,THAJ YEEB,4905 E KINGS CANYON RD STE 101,Grocery Market,"4905 E KINGS CANYON RD STE 101, Fresno, CA",36.7374012,-119.7313233
163,THE FORT,9415 N FORT WASHINGTON RD STE 103,Grocery Market,"9415 N FORT WASHINGTON RD STE 103, Fresno, CA",36.8730692,-119.777453
164,THE MARKET,7088 N WEST AVE,Grocery Market,"7088 N WEST AVE, Fresno, CA",36.8387543,-119.8249736
165,THE MEAT MARKET INC,454 W ALLUVIAL AVE,Grocery Market,"454 W ALLUVIAL AVE, Fresno, CA",36.844896,-119.8005479
166,TOWN & COUNTRY MARKET,3375 W OLIVE AVE,Grocery Market,"3375 W OLIVE AVE, Fresno, CA",36.7568787,-119.8526446
167,TRADER JOE'S # 8,8478 N FRIANT RD,Grocery Market,"8478 N FRIANT RD, Fresno, CA",36.858804,-119.7826501
168,VALLARTA SUPERMARKET #29,3850 N CEDAR AVE,Grocery Market,"3850 N CEDAR AVE, Fresno, CA",36.7875651,-119.752557
169,VALLARTA SUPERMARKET #49,1951 W CLINTON AVE,Grocery Market,"1951 W CLINTON AVE, Fresno, CA",36.7707507,-119.8350495
170,VALLARTA SUPERMARKETS #10,4831 E BUTLER AVE,Grocery Market,"4831 E BUTLER AVE, Fresno, CA",36.7297993,-119.7350082
171,VENTURA SUPER MARKET,3232 E VENTURA AVE,Grocery Market,"3232 E VENTURA AVE, Fresno, CA",36.7351905,-119.7701899
172,VIENTIANE MARKET INC,1116 N 1ST ST,Grocery Market,"1116 N 1ST ST, Fresno, CA",36.7569241,-119.7722122
173,VONS STORE #1754,5638 E KINGS CANYON RD,Grocery Market,"5638 E KINGS CANYON RD, Fresno, CA",36.734472,-119.6984406
174,VONS STORE #2188,8949 N CEDAR AVE,Grocery Market,"8949 N CEDAR AVE, Fresno, CA",36.8647216,-119.7583751
175,WAL MART #2689,3131 N CEDAR AVE,Grocery Market,"3131 N CEDAR AVE, Fresno, CA",36.7786355,-119.756237
176,WAL MART NEIGHBORHOOD MARKET #5634,6855 N WILLOW AVE,Grocery Market,"6855 N WILLOW AVE, Fresno, CA",36.8363635,-119.7311118
177,WESTERN REFINING RETAIL LLC #58355,2619 S EAST AVE,Grocery Market,"2619 S EAST AVE, Fresno, CA",36.7064397,-119.7755977
178,WESTSIDE MARKET,2498 S ELM AVE,Grocery Market,"2498 S ELM AVE, Fresno, CA",36.7106667,-119.7910505
179,WHOLE FOODS MARKET,650 W SHAW AVE,Grocery Market,"650 W SHAW AVE, Fresno, CA",36.809224,-119.8054755
180,WINCO FOODS #59,4488 W SHAW AVE,Grocery Market,"4488 W SHAW AVE, Fresno, CA",36.8110501,-119.8726613
181,WINCO FOODS #69,1004 S PEACH AVE,Grocery Market,"1004 S PEACH AVE, Fresno, CA",36.7329473,-119.7196089
182,YOSEMITE MARKET,4783 E GETTYSBURG AVE,Grocery Market,"4783 E GETTYSBURG AVE, Fresno, CA",36.8017549,-119.7367715
183,ZACK'S MARKET,854 E CALIFORNIA AVE,Grocery Market,"854 E CALIFORNIA AVE, Fresno, CA",36.7208921,-119.8002765
184,ZAMORA MINI MART,549 E BELMONT AVE,Grocery Market,"549 E BELMONT AVE, Fresno, CA",36.7505279,-119.8047197
274,CARNISERIA Y TAQUERIA LA NUEVA REYNA,1512 TULARE ST,Meat/Fish Market,"1512 TULARE ST, Fresno, CA",36.7305491,-119.7944877
275,FRESNO SEAFOOD CO,2327 N FRESNO ST STE 106,Meat/Fish Market,"2327 N FRESNO ST STE 106, Fresno, CA",36.7718881,-119.7815636
276,HANDI SHOP MARKET,40 E OLIVE AVE,Meat/Fish Market,"40 E OLIVE AVE, Fresno, CA",36.7572451,-119.8122392
277,HARBOR FISH MARKET,1432 N CEDAR AVE APT 104,Meat/Fish Market,"1432 N CEDAR AVE APT 104, Fresno, CA",36.761966,-119.753691
278,KING POULTRY,1521 N MAPLE AVE,Meat/Fish Market,"1521 N MAPLE AVE, Fresno, CA",36.7635654,-119.745884
279,LA VAQUITA MEAT MARKET LLC,4633 E KINGS CANYON RD,Meat/Fish Market,"4633 E KINGS CANYON RD, Fresno, CA",36.736222,-119.7441728
280,LINDA SEAFOOD MARKET,1626 N FRESNO ST,Meat/Fish Market,"1626 N FRESNO ST, Fresno, CA",36.7656064,-119.7813038
281,LOS PRIMOS CARNICERIA,3394 E BUTLER AVE,Meat/Fish Market,"3394 E BUTLER AVE, Fresno, CA",36.7285316,-119.7671051
282,SEAFOOD IN THE SEA,4785 E MCKINLEY AVE STE 103,Meat/Fish Market,"4785 E MCKINLEY AVE STE 103, Fresno, CA",36.7660132,-119.7371052
283,THE MEAT BAZAAR,3628 W SHAW AVE,Meat/Fish Market,"3628 W SHAW AVE, Fresno, CA",36.8098122,-119.8589316
